datetime_date,datetime_time,mw
2020-10-19,16:00:00,1427.677
2020-10-19,17:00:00,1422.072
2020-10-19,18:00:00,1414.831
2020-10-19,19:00:00,1392.246
2020-10-19,20:00:00,1395.165
2020-10-19,21:00:00,1385.686
2020-10-19,22:00:00,1404.578
2020-10-19,23:00:00,1394.524
2020-10-20,00:00:00,1353.428
2020-10-20,01:00:00,1302.323
2020-10-20,02:00:00,1218.876
2020-10-20,03:00:00,1149.841
2020-10-20,04:00:00,1091.349
2020-10-20,05:00:00,1069.783
2020-10-20,06:00:00,1052.301
2020-10-20,07:00:00,1050.9
2020-10-20,08:00:00,1074.625
2020-10-20,09:00:00,1136.967
2020-10-20,10:00:00,1224.061
2020-10-20,11:00:00,1311.927
2020-10-20,12:00:00,1354.107
2020-10-20,13:00:00,1389.216
2020-10-20,14:00:00,1419.886
2020-10-20,15:00:00,1443.893
2020-10-20,16:00:00,1431.312
2020-10-20,17:00:00,1437.4
2020-10-20,18:00:00,1414.828
2020-10-20,19:00:00,1409.443
2020-10-20,20:00:00,1407.967
2020-10-20,21:00:00,1413.76
2020-10-20,22:00:00,1415.454
2020-10-20,23:00:00,1419.795
2020-10-21,00:00:00,1384.856
2020-10-21,01:00:00,1326.444
2020-10-21,02:00:00,1252.766
2020-10-21,03:00:00,1187.829
2020-10-21,04:00:00,1136.21
2020-10-21,05:00:00,1100.293
2020-10-21,06:00:00,1079.649
2020-10-21,07:00:00,1096.393
2020-10-21,08:00:00,1105.802
2020-10-21,09:00:00,1143.201
2020-10-21,10:00:00,1224.133
2020-10-21,11:00:00,1321.732
2020-10-21,12:00:00,1416.775
2020-10-21,13:00:00,1383.768
2020-10-21,14:00:00,1413.725
2020-10-21,15:00:00,1383.058
2020-10-21,16:00:00,1500.106
2020-10-21,17:00:00,1558.834
2020-10-21,18:00:00,1398.946
2020-10-21,19:00:00,1471.152
2020-10-21,20:00:00,1478.825
2020-10-21,21:00:00,1347.721
2020-10-21,22:00:00,1507.533
2020-10-21,23:00:00,1368.481
2020-10-22,00:00:00,1376.542
2020-10-22,01:00:00,1324.219
2020-10-22,02:00:00,1287.312
2020-10-22,03:00:00,1252.712
2020-10-22,04:00:00,1181.454
2020-10-22,05:00:00,1139.593
2020-10-22,06:00:00,1117.74
2020-10-22,07:00:00,1090.958
2020-10-22,08:00:00,1110.969
2020-10-22,09:00:00,1168.647
2020-10-22,10:00:00,1255.134
2020-10-22,11:00:00,1330.872
2020-10-22,12:00:00,1378.187
2020-10-22,13:00:00,1386.093
2020-10-22,14:00:00,1437.334
2020-10-22,15:00:00,1484.156
2020-10-22,16:00:00,1507.254
2020-10-22,17:00:00,1552.942
2020-10-22,18:00:00,1580.02
2020-10-22,19:00:00,1581.843
2020-10-22,20:00:00,1573.177
2020-10-22,21:00:00,1556.639
2020-10-22,22:00:00,1544.182
2020-10-22,23:00:00,1551.159
2020-10-23,00:00:00,1508.774
2020-10-23,01:00:00,1423.572
2020-10-23,02:00:00,1331.68
2020-10-23,03:00:00,1248.318
2020-10-23,04:00:00,1164.038
2020-10-23,05:00:00,1131.092
2020-10-23,06:00:00,1105.064
2020-10-23,07:00:00,1074.026
2020-10-23,08:00:00,1100.951
2020-10-23,09:00:00,1150.43
2020-10-23,10:00:00,1240.178
2020-10-23,11:00:00,1326.147
2020-10-23,12:00:00,1362.913
2020-10-23,13:00:00,1412.281
2020-10-23,14:00:00,1453.131
2020-10-23,15:00:00,1497.192
